code,name,gender,function,country_code,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,lang,coach,sporting_relatives
1954051,COOPER Marcus,Male,Athlete,ESP,ESP,0,0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",10/3/94,OXFORD,Great Britain,AVILES,Spain,Nadal of kayaking,,"Athlete, student","Graduated with a Bachelor's degree in Business Administration, Finance from Catholic University of Murcia (ESP)","English, Spanish",,
1954079,BING Kelsey,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],10/1/97,"HOUSTON, TX",United States,,United States,,"Hiking, pickleball, walking her dog","Athlete, engineer","Studied Mechanical Engineering both as an undergrad and postgraduate at Stanford University (CA, USA)",English,National: David Passmore (IRE),
1954081,CROUSE Leah,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],2/22/00,"VIRGINIA BEACH, VA",United States,,United States,,Playing the trumpet,"Athlete, student","Received a Bachelor's degree in Pre-Medicine from Duke University (Durham, NC, USA) in 2021 and is currently studying Biochemistry at the University of Maryland (College Park, USA)",English,National: David Passmore (IRL),
1954083,DEBERDINE Brooke,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],5/19/99,"MILLERSVILLE, PA",United States,,,,,"Athlete, works in procurement","Bachelor of Business Admin, majoring in supply chain management, University of Maryland, USA. (2017-2021)",English,National: David Passmore (IRL),"Sister, Emma DeBerdine (hockey), has played over 40 senior matches for the USA and will also be part of Team USA at the Paris Olympic Games 2024"
1954084,DEBERDINE Emma,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],6/14/01,"MILLERSVILLE, PA",United States,,United States,,,"Athlete, marketing assistant","Bachelor's degree, marketing, University of Maryland, USA (2019-2023)",English,National: David Passmore (IRL),"Sister, Brooke DeBerdine (hockey), has played 50 senior matches for the USA and will also be part of Team USA at the Paris Olympic Games 2024"
1954086,GLADIEUX Sophia,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],6/14/02,,United States,"BOYERTOWN, PA",United States,,,"Athlete, student","Studied Education, Penn State University, Pennsylvania, USA. (2020-2024)",English,National: David Passmore (IRL),
1954087,GOLINI Amanda,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],3/28/95,"RANDOLPH, NJ",United States,,United States,,"Cooking, indoor cycling, coaching, spending time with her dog","Athlete, realtor","Bachelor's degree in Psychology and Economics, Lafayette College, Pennsylvania, USA (2013-2017)",English,National: David Passmore (IRL),
1954091,HAMMEL Alexandra,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],6/16/96,"DUXBURY, MA",United States,,United States,,,"Athlete, coach","Bachelor's degree, health science, Boston University, USA (2015-2019)",English,National: David Passmore (IRL),
1954092,HOFFMAN Ashley,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],11/8/96,"MOHNTON, PA",United States,,United States,,"Watching Netflix, playing family football games",Athlete,"Bachelor's degree, major sociology and minor in education, University of North Carolina, USA (2015-2018)",English,National: David Passmore (IRL),"Mother, Brenda Hoffman (nee Stauffer, hockey), was a bronze medallist for Team USA at the 1984 Olympic Games in Los Angeles"
1954094,KISHA Karlie,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],9/25/95,"HAMBURG, PA",United States,,United States,,,"Athlete, coach","Degree in Chemistry, University of Connecticut, USA (2103-2017)",English,National: David Passmore (IRL),
1954095,LEPAGE Kelee,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],10/4/97,,United States,,United States,,,"Athlete, marketing specialist","Bachelor's degree, Business marketing, leadership studies, University of Maryland, USA (2016-2020)",English,National: David Passmore (IRL),
1954100,SESSA Ashley,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],6/23/04,"SCHWENKSVILLE, PA",United States,"SCHWENKSVILLE, PA",United States,,"Spending time with friends and family, watching Netflix, shopping, baking","Athlete, student","Currently studying media and journalism at the University of North Carolina (Durham, USA)",English,Club: Jun Kentwell (CHN/USA)<br>National: David Passmore (IRL),
1954101,SHOLDER Meredith,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],2/27/99,"FLEETWOOD, PA",United States,,United States,,Watching Nextflix,Athlete,"Bachelor of Science degree in biology, University of North Carolina, USA (2017-2021)",English,National: David Passmore (IRL),"Mother, Jane Sholder (hockey), played collegiately at Harvard University"
1954104,TAMER Abigail,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],7/9/03,"WHITMORE LAKE, MI",United States,,United States,,,"Athlete, student","Enrolled at the University of Michigan, USA (2021-2025)",English,National: David Passmore (IRL),"Sister, Emma Tamer (hockey), played collegiately at the University of Michigan.</p><p>Father, Chris Tamer (ice hockey), played over 640 games in the National Hockey League, with the Pittsburgh Penguins, New York Rangers and Atlanta Thrashers.</p><p>Mother, Keely Tamer (hockey), also competed for the University of Michigan"
1954107,YEAGER Elizabeth,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],6/17/03,"GREENWICH, CT",United States,,United States,,,"Athlete, student","Currently attending Princeton University, New Jersey, USA",English,Club: Jun Kentwell (CHN/USA)<br>National: David Passmore (IRE),
1954108,ZIMMER Madeleine,Female,Athlete,USA,USA,0,0,['Hockey'],['Women'],9/28/01,"OWATONNA, MN",United States,,United States,,,"Athlete, student","Majoring in Learning and Organizational Change at the School of Education and Social Policy at Northwestern University, Evanston, Illinois, USA (2020-2024)",English,National: David Passmore (IRL),
1954159,BACON Sarah,Female,Athlete,USA,USA,0,0,['Diving'],"[""Women's 3m Springboard"", ""Women's Synchronised 3m Springboard""]",9/20/96,"INDIANAPOLIS, IN",United States,"MINNEAPOLIS, MN",United States,,"Cooking, baking, watching and attending sporting events, going to concerts",,"Studying for a masters in sports management at the University of Minnesota, USA",English,,
1954167,CAPOBIANCO Andrew,Male,Athlete,USA,USA,0,0,['Diving'],"[""Men's 3m Springboard""]",10/13/99,"MINEOLA, NY",United States,"BLOOMINGTON, IN",United States,Derz,"Hiking, running, playing volleyball and tennis",Athlete,"Graduated with a degree in Exercise and Health Science, Kinesiology from Indiana University (Bloomington, IN, USA)",English,,
1954168,COOK Kassidy,Female,Athlete,USA,USA,0,0,['Diving'],"[""Women's Synchronised 3m Springboard""]",5/9/95,"PLANTATION, FL",United States,"THE WOODLANDS, TX",United States,,"Cooking, reading, hiking, watching Netflix and playing other sports",,"Graduated from Stanford University (CA, USA) in 2018",English,,
1954172,DOWNS Tyler,Male,Athlete,USA,USA,0,0,['Diving'],"[""Men's Synchronised 3m Springboard""]",7/19/03,"ST. LOUIS, MO",United States,"BALLWIN, MO",United States,,Music (especially Nicki Minaj),,,English,,
1954173,DUNCAN Greg,Male,Athlete,USA,USA,0,0,['Diving'],"[""Men's Synchronised 3m Springboard""]",12/14/98,"ROANOKE, VA",United States,"OAKTON, VA",United States,,,,"Major in General Management, graduated from Purdue University (West Lafayette, IN, USA) in 2022","English, Spanish",,
1954180,GIBSON Alison,Female,Athlete,USA,USA,0,0,['Diving'],"[""Women's 3m Springboard""]",7/9/99,"HOUSTON, TX",United States,"AUSTIN, TX",United States,Big Al,"Art, music, comedy, dance, data analytics, life coaching, working with young athletes",Athlete,"Studied for a Master's degree in Advertising at the University of Texas (Austin, TX, USA)",English,,
1954192,LOSCHIAVO Brandon,Male,Athlete,USA,USA,0,0,['Diving'],"[""Men's 10m Platform""]",5/31/97,"HUNTINGTON BEACH, CA",United States,"HUNTINGTON BEACH, CA",United States,Brando,"Bodysurfing, exploring, being with friends and family, camping, tennis, making videos",Athlete,"Graduated in 2021 with a degree in Media Studies from Purdue University (West Lafayette, IN, USA)",English,,
1954201,PARRATTO Jessica,Female,Athlete,USA,USA,0,0,['Diving'],"[""Women's Synchronised 10m Platform""]",6/26/94,"DOVER, NH",United States,"BLOOMINGTON, IN",United States,Jess,"Cooking, yoga, photography",Athlete,"Graduated with a degree in Sports Media from Indiana University (Bloomington, IN, USA)",English,,"Father, Mike (swimming): Is a swimming coach. At Tokyo 2020, one of his swimmers, Regan Smith, won an Olympic bronze medal in the women's 100m backstroke on the same day as Jessica won her diving silver"
1954207,SCHNELL Delaney,Female,Athlete,USA,USA,0,0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",12/21/98,"IRON MOUNTAIN, MI",United States,"TUCSON, AZ",United States,Laney,"Playing the piano, cooking, baking, watching movies (her favourites are the Divergent series)","Coach, student","Psychology at University of Arizona (Tucson, AZ, USA)",English,Club: Dwight Dumais (USA),
1954212,TYLER Carson,Male,Athlete,USA,USA,0,0,['Diving'],"[""Men's 10m Platform"", ""Men's 3m Springboard""]",6/9/04,"MOULTRIE, GA",United States,"MOULTRIE, GA",United States,,"Music (especially rap music), video games, reading",,"Studying Political Science at Indiana University (Bloomington, IN, USA)",English,,
1954219,WRIGHT Daryn,Female,Athlete,USA,USA,0,0,['Diving'],"[""Women's 10m Platform""]",9/10/03,,,"PLAINFIELD, IN",United States,,,,,English,,
1954221,FERNANDEZ Andres,Male,Athlete,GUA,GUA,0,0,['Modern Pentathlon'],"[""Men's Individual""]",9/21/01,GUATEMALA CITY,Guatemala,,Guatemala,,Music producing,,,Spanish,National: Walid Sayed (EGY),
1954302,VIEIRA Ana Carolina,Female,Athlete,BRA,BRA,0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",10/24/01,SAO PAULO,Brazil,SAO PAULO,Brazil,,,,,Portuguese,National: Felipe Domingues (BRA),
1954306,CORREIA Breno,Male,Athlete,BRA,BRA,0,0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",2/19/99,SALVADOR,Brazil,SAO PAOLO,Brazil,,,Athlete,Administration Studies at Faculdade das Americas (BRA),Portuguese,Club: Alberto Silva (BRA),
1954319,OLIVEIRA de MORAES Eduardo,Male,Athlete,BRA,BRA,0,0,['Swimming'],"[""Men's 400m Freestyle"", ""Men's 4 x 200m Freestyle Relay""]",7/2/01,BELO HORIZONTE,Brazil,BELO HORIZONTE,Brazil,,,,"Studied at University of Michigan, Ann Arbor (USA)",Portuguese,Club: Sergio Onha Marques (BRA),
1954328,BASSETO Guilherme,Male,Athlete,BRA,BRA,0,0,['Swimming'],"['Relay Only Athlete', 'Mixed 4 x 100m Medley Relay']",3/12/97,RIBEIRAO PRETO,Brazil,SANTOS,Brazil,Gui,,Brazilian army,"Studied at Universidade Paulista, Brasília (BRA)",Portuguese,Club: Felipe Domingues,
1954338,MEDEIROS Giovana,Female,Athlete,BRA,BRA,0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",5/14/04,,,SAO PAULO,Brazil,,,,,Portuguese,Personal: Rogerio Karfunkelstein (BRA),
1954341,SANTOS Gabriel,Male,Athlete,BRA,BRA,0,0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",5/4/96,GUARULHOS,Brazil,SAO PAULO,Brazil,Gabigol,,"Athlete, sergeant in the Brazilian Air Force",,Portuguese,Club: Tiago Moreno,
1954343,SANTOS Guilherme,Male,Athlete,BRA,BRA,0,0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 50m Freestyle""]",3/1/03,SALVADOR,Brazil,"KNOXVILLE, TN",United States,Gui. He is also known as Guilherme Caribe,,Student,"Studying at University of Tennessee (Knoxville, TN, USA)","English, Portuguese","Club: Matt Kredich (USA) / Matheus Caribe (BRA), father",
1954358,MOTA Kayky,Male,Athlete,BRA,BRA,0,0,['Swimming'],"[""Men's 100m Butterfly""]",4/22/99,SAO PAULO,Brazil,"KNOXVILLE, TN",United States,,"Movies, reading, playing games","Swim coach, Fort Sanders Health & Fitness Center (since January 2023)","Graduated in 2022 with a Bachelor of Applied Science, Sport and Fitness Administration from the University of Tennessee (Knoxville, TN, USA). <br>Formerly attended Miami University (Oxford, OH, USA) from 2018-19","English, Portuguese",,
1954370,CHIERIGHINI Marcelo,Male,Athlete,BRA,BRA,0,0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay""]",1/15/91,ITU,Brazil,SAO PAULO,Brazil,Lelo,,Athlete,"Studied Business, Public Administration at Auburn University, AL (USA)","English, Portuguese",Club: Alberto Pinto da Silva (BRA),
1954371,COSTA Maria Fernanda,Female,Athlete,BRA,BRA,0,0,['Swimming'],"[""Women's 200m Freestyle"", ""Women's 400m Freestyle"", ""Women's 4 x 200m Freestyle Relay"", ""Women's 800m Freestyle""]",9/5/02,RIO DE JANEIRO,Brazil,SANTOS,Brazil,Mafe,,,,Portuguese,Club: Fernando Possenti (BRA),
1954373,HEITMANN Maria Paula,Female,Athlete,BRA,BRA,0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",1/31/99,BELO HORIZONTE,Brazil,BELO HORIZONTE,Brazil,,,,"Graduated with a degree in Sports Marketing and Management at Indiana University, Bloomington (USA)",Portuguese,Personal: Rogerio Karfunkelstein (BRA),
1954380,SETIN SARTORI Murilo,Male,Athlete,BRA,BRA,0,0,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",5/18/02,AMERICANA,Brazil,"LOUISVILLE, KY",United States,,,Student,"Studying Business Administration and Management at University of Louisville (KY, USA)","English, Portuguese","Personal: Arthur Albiero (BRA) at University of Louisville (KY, USA)",
1954382,ALBIERO Nicolas,Male,Athlete,BRA,BRA,0,0,['Swimming'],"[""Men's 200m Butterfly"", 'Mixed 4 x 100m Medley Relay']",6/8/99,,United States,BELO HORIZONTE,Brazil,,,Athlete,"Graduated in 2023 with a Master's of Business Administration from the University of Louisville (KY, USA)","English, Portuguese",,"Father, Artur Albiero (swimming), head coach at the University of Louisville (KY, USA), competed for Oakland University in the 1990s. </p><p>Mother, Amy Comerford (swimming), All-American at Oakland University in the 1990s where she won five individual Division II national championships in the National Collegiate Athletic Association (NCAA).</p><p>Brother, Estefan Albiero (swimming), competed for the University of Louisville (KY, USA).</p><p>Sister, Gabi Albiero (swimming), competed for the University of Louisville (KY, USA) where she earned All-American honours"
1954397,BALDUCCINI Stephanie,Female,Athlete,BRA,BRA,0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete', 'Mixed 4 x 100m Medley Relay']",9/20/04,SAO PAOLO,Brazil,"ANN ARBOR, MI",United States,Tete,,Student,"Studying Marketing at University of Michigan (Ann Arbor, MI, USA)","English, Portuguese","Personal: Matt Bowe (GBR), at University of Michigan (Ann Arbor, MI, USA)",
1954535,BAJOR Natalia,Female,Athlete,POL,POL,0,0,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",3/7/97,,,WROCLAW,Poland,,,Athlete,Studied at Wroclaw University of Economics (POL),Polish,,
1954537,WEGRZYN Anna,Female,Athlete,POL,POL,0,0,['Table Tennis'],"[""Women's Team""]",1/9/01,,,WROCLAW,Poland,,,"Athlete, student",Studies at Wroclaw University of Economics (POL),Polish,,"Twin sister, Katarzyna Wegrzyn (table tennis), will also represent Poland at Paris 2024"
1954539,WEGRZYN Katarzyna,Female,Athlete,POL,POL,0,0,['Table Tennis'],"[""Women's Singles""]",1/9/01,,,WROCLAW,Poland,,,Athlete,,Polish,,"Twin sister, Anna Wegrzyn (table tennis), is a reserve for Poland at Paris 2024"
1954540,WIELGOS Zuzanna,Female,Athlete,POL,POL,0,0,['Table Tennis'],"[""Women's Team""]",11/8/05,,,RZESZOW,Poland,,,Athlete,Studying at Fibrain AZS Politechnika Rzeszow (POL),Polish,,
1954543,REDZIMSKI Milosz,Male,Athlete,POL,POL,0,0,['Table Tennis'],"[""Men's Singles""]",9/10/06,,,,Poland,,,,,Polish,Tomasz Redzimski (father),"Father, Tomasz Redzimski (table tennis), is a former national table tennis champion and now a coach"
1954552,MALKOGEORGOU Sofia Evangelia,Female,Athlete,GRE,GRE,0,0,['Artistic Swimming'],['Duet'],1/22/98,ATHENS,Greece,,,,,Athlete,Studied Finance at the University of Piraeus (GRE),Greek,"National: Anastasia Goutseva (BLR), Christina Thalassinidou (GRE).<br>Personal: Natalia Cherneska (UKR)",
1954553,PLATANIOTI Evangelia,Female,Athlete,GRE,GRE,0,0,['Artistic Swimming'],['Duet'],8/9/94,ATHENS,Greece,ATHENS,Greece,,"Spending time with friends, going for walks, listening to music",Athlete,Studied Business Administration at the University of Piraeus (GRE),"English, German, Greek","National: Anastasia Goutseva (BLR), Christina Thalassinidou (GRE).<br>Personal: Natalia Cherneska (UKR)","Partner, Ilias Pollalis (football), played for Caslav in the Czech second division, as well as in leagues in Greece and India"
1954554,KYNIGAKIS Athanasios Charalampos,Male,Athlete,GRE,GRE,0,0,['Marathon Swimming'],"[""Men's 10km""]",8/21/98,CHANIA,Greece,,,Alkis,,Athlete,,Greek,"Personal: Spyros Gianniotis (GRE), since December 2023",
1954556,GKOLOMEEV Kristian,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 50m Freestyle""]",7/4/93,VELINGRAD,Bulgaria,ATHENS,Greece,,,Athlete,"Studied Exercise Science at University of Alabama (Tuscaloosa, AL, USA)","English, Greek",Club: Akis Economou,"Father, Tsvetan Golomeev (swimming), Olympian, represented Bulgaria at Moscow 1980 and Seoul 1988 (died 2010).</p><p>Wife, Lindsay Gkolomeev (nee Morrow, swimming), former collegiate swimmer for the University of Alabama (USA)"
1954557,CHRISTOU Apostolos,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke"", 'Mixed 4 x 100m Medley Relay']",11/1/96,ATHENS,Greece,,,Tolis,"Reading, cinema, cars, music, going on road trips",Athlete,,"English, Greek",Club: Panagiotis Velentzas (GRE),
1954558,NTOUNTOUNAKI Anna,Female,Athlete,GRE,GRE,0,0,['Swimming'],"[""Women's 100m Butterfly"", 'Mixed 4 x 100m Medley Relay']",9/9/95,KHANIA,Greece,ATHENS,Greece,,Travelling,Athlete,PhD student at the University of Nicosia (CYP),"English, French, Greek, Spanish",,
1954559,VAZAIOS Andreas,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",5/9/94,ATHENS,Greece,,,,"Volleyball, tennis","Athlete, student","Graduated in 2022 with a Master's degree in Sports and Exercise Psychology at Loughborough University (GBR).</p><p>Graduated in 2019 with a degree in Psychology at North Carolina State University, Raleigh (NC, USA)","English, Greek, Spanish",Alexandros Nikolopoulos (GRE),
1954560,DRAKOU Theodora,Female,Athlete,GRE,GRE,0,0,['Swimming'],"[""Women's 50m Freestyle"", 'Mixed 4 x 100m Medley Relay']",2/6/92,PATRAS,Greece,ATHENS,Greece,Nora,"Cycling, tennis, reading, watching movies",Athlete,Literature at University of Patras (GRE),"English, French, Greek",,
1954561,MAKRYGIANNIS Evangelos,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 100m Backstroke""]",6/18/00,ATHENS,Greece,,,Vaggelis,,"Athlete, student","Studies Economics at University of Southern California, Los Angeles, CA, USA",English,,
1954562,SISKOS Apostolos,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 200m Backstroke""]",6/24/05,SERRES,Greece,THESSALONIKI,Greece,,"Listening to music, fishing","Athlete, student",,Greek,Club: Stefanos Zafiriadis,
1954563,BILAS Stergios Marios,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", ""Men's 50m Freestyle""]",11/21/01,CHALKIDA,Greece,PIRAEUS,Greece,,,Student,Studying Finance and Banking Administration at University of Piraeus (GRE),Greek,Club: Akis Economou (GRE),
1954564,MARKOS Dimitrios,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 1500m Freestyle"", ""Men's 4 x 200m Freestyle Relay"", ""Men's 800m Freestyle""]",9/13/01,ATHENS,Greece,ARGYROUPOLI,Greece,,Fishing,Athlete,,"English, Greek",Club: Alexandros Moraris,
1954565,ENGLEZAKIS Konstantinos,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",3/20/01,ATHENS,Greece,,,Kostas,,Athlete,,"English, Greek",,
1954567,STAMOU Konstantinos Emmanouil,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",7/10/03,,,,,,,,,Greek,,
1954568,MELADINIS Odyssefs,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",4/5/90,CHOLARGOS,Greece,,,,,Athlete,,"English, Greek",,
1954570,PAPASTAMOS Apostolos,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 200m Individual Medley"", ""Men's 400m Individual Medley""]",3/20/01,CHANIA,Greece,,,,,Athlete,,"English, Greek","Personal: Panagiotis Velentzas, since 2023",
1954571,DAMASIOTI Georgia,Female,Athlete,GRE,GRE,0,0,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 200m Butterfly""]",7/2/03,,Greece,ATHENS,Greece,,,,Student at Athens University of Economics and Business (GRE),Greek,Club: George Damasiotis (GRE) - her father,
1954584,NTOUMAS Evangelos Efraim,Male,Athlete,GRE,GRE,0,0,['Swimming'],"['Relay Only Athlete', 'Mixed 4 x 100m Medley Relay']",7/26/08,ALEXANDROUPOLIS,Greece,,,,,,,Greek,,
1954589,BOLANOS Panagiotis,Male,Athlete,GRE,GRE,0,0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",12/28/00,ATHENS,Greece,,,Panos,,Athlete,"Graduated in 2023 from University of Nevada, Las Vegas (USA)","English, Greek",,
1954594,DIAMANTOPOULOU Chrysoula,Female,Athlete,GRE,GRE,183,0,['Water Polo'],['Women'],9/22/95,,,,,Chrysi,,Athlete,,Greek,National: Alexia Kammenou (GRE),
1954595,ELEFTHERIADOU Nikoleta,Female,Athlete,GRE,GRE,172,0,['Water Polo'],['Women'],1/17/98,,,,,,,Athlete,,Greek,National: Alexia Kammenou (GRE),
1954600,MYRIOKEFALITAKI Maria,Female,Athlete,GRE,GRE,175,0,['Water Polo'],['Women'],1/8/01,RETHIMNO,Greece,,,Myrio,,Athlete,Studied at University of Piraeus (GRE),Greek,National: Alexia Kammenou (GRE),
1954601,NINOU Eirini,Female,Athlete,GRE,GRE,169,0,['Water Polo'],['Women'],9/20/02,,,,,,Reading crime thrillers,Athlete,Studied Architecture at National Technical University of Athens (GRE),Greek,National: Alexia Kammenou (GRE),
1954602,PATRA Maria,Female,Athlete,GRE,GRE,177,0,['Water Polo'],['Women'],10/17/98,VOLOS,Greece,,,,,Athlete,Graduated in 2017 with a degree in Tourism Studies from University of Piraeus (GRE),"English, Greek",National: Alexia Kammenou (GRE),"Father Vangelis (water polo), three-time Olympian for Greece (1988-1996)"
1954603,PLEVRITOU Margarita,Female,Athlete,GRE,GRE,177,0,['Water Polo'],['Women'],11/17/94,THESSALONIKI,Greece,,,Margo,,Athlete,,Greek,National: Alexia Kammenou (GRE),Sisters Eleftheria and Vasiliki are also members of the Greece water polo team
1954604,PLEVRITOU Eleftheria,Female,Athlete,GRE,GRE,178,0,['Water Polo'],['Women'],4/23/97,THESSALONIKI,Greece,,,,,Athlete,,Greek,National: Alexia Kammenou (GRE),Sisters Margarita and Vasiliki are also members of the Greece water polo team
1954610,ASIMAKI Alexandra,Female,Athlete,GRE,GRE,170,0,['Water Polo'],['Women'],6/28/88,ATHENS,Greece,,,,,Athlete,,Greek,National: Alexia Kammenou (GRE),
1954612,STAMATOPOULOU Ioanna,Female,Athlete,GRE,GRE,183,0,['Water Polo'],['Women'],6/17/98,,,,,,,Athlete,,Greek,National: Alexia Kammenou (GRE),
1954614,ARGYROPOULOS KANAKAKIS Stylianos,Male,Athlete,GRE,GRE,191,0,['Water Polo'],['Men'],8/2/96,ATHENS,Greece,,,Stelios,,Athlete,,Greek,National: Theodoros Vlachos (GRE),
1954617,FOUNTOULIS Ioannis,Male,Athlete,GRE,GRE,185,0,['Water Polo'],['Men'],5/25/88,CHIOS,Greece,,,,,Athlete,Graduated with a degree in Finance and Banking Administration from the University of Piraeus (GRE),Greek,National: Theodoros Vlachos (GRE),
1954618,GENIDOUNIAS Konstantinos,Male,Athlete,GRE,GRE,183,0,['Water Polo'],['Men'],5/3/93,ATHENS,Greece,,,,,Athlete,"Graduated in 2015 with a degree in Communications from University of Southern California (Los Angeles, USA)","English, Greek",National: Theodoros Vlachos (GRE),
1954620,KAKARIS Konstantinos,Male,Athlete,GRE,GRE,197,0,['Water Polo'],['Men'],7/2/99,,,,,,,Athlete,Studied Business Organisation and Management at University of Piraeus (GRE),Greek,National: Theodoros Vlachos (GRE),
1954621,KALOGEROPOULOS Efstathios,Male,Athlete,GRE,GRE,187,0,['Water Polo'],['Men'],6/28/01,,,,,Stathis,,Athlete,,Greek,National: Theodoros Vlachos (GRE),
1954622,SKOUMPAKIS Dimitrios,Male,Athlete,GRE,GRE,203,0,['Water Polo'],['Men'],12/18/98,CHANIA,Greece,,,Skoump,,Athlete,,"English, Greek",National: Theodoros Vlachos (GRE),
1954624,VLACHOPOULOS Angelos,Male,Athlete,GRE,GRE,180,0,['Water Polo'],['Men'],9/28/91,THESSALONIKI,Greece,,,Aggelos,,Athlete,Studied at University of Piraeus (GRE),"English, Greek",National: Theodoros Vlachos (GRE),
1954625,ZERDEVAS Emmanouil,Male,Athlete,GRE,GRE,185,0,['Water Polo'],['Men'],8/12/97,ILIOUPOLI,Greece,,,Manos,,Athlete,,"English., Greek",National: Theodoros Vlachos (GRE),
1954626,PAPANIKOLAOU Nikolaos Spyridon,Male,Athlete,GRE,GRE,192,0,['Water Polo'],['Men'],8/31/00,ATHENS,Greece,,,Papa,,Athlete,"Graduated in 2023 with a degree in Economics from University of California, Berkeley (GRE)","English, Greek",National: Theodoros Vlachos (GRE),
1954627,TZORTZATOS Panagiotis,Male,Athlete,GRE,GRE,184,0,['Water Polo'],['Men'],5/11/92,,,,,,,Athlete,Studied at Athens University of Economics and Business (GRE),Greek,National: Theodoros Vlachos (GRE),
1954650,PAPANASTASIOU Alexandros,Male,Athlete,GRE,GRE,194,0,['Water Polo'],['Men'],2/12/99,ATHENS,Greece,,,,"Music, watching films",Athlete,Studies Computer and Electrical Engineering at National Technical University of Athens (GRE),"Croatian, English, French, Greek",National: Theodoros Vlachos (GRE),"Father, Anastasios Papanastasiou (water polo), represented Greece at the Olympic Games in 1992 (Barcelona, ESP) and 1996 (Atlanta, USA)"
1954651,CHYDIRIOTI Ioanna,Female,Athlete,GRE,GRE,176,0,['Water Polo'],['Women'],4/15/97,ATHENS,Greece,,,,,Athlete,,Greek,National: Alexia Kammenou (GRE),
1954656,GIANNOPOULOU Athina Dimitra,Female,Athlete,GRE,GRE,173,0,['Water Polo'],['Women'],12/6/01,ATHENS,Greece,,,,,"Athlete, student",Studies Business Administration at University of Piraeus (GRE),Greek,National: Alexia Kammenou (GRE),
1954658,PLEVRITOU Vasiliki,Female,Athlete,GRE,GRE,178,0,['Water Polo'],['Women'],6/8/98,THESSALONIKI,Greece,,,,,Athlete,,Greek,National: Alexia Kammenou (GRE),Sisters Margarita and Eleftheria are also members of the Greece water polo team
1954660,XENAKI Eleni,Female,Athlete,GRE,GRE,177,0,['Water Polo'],['Women'],7/5/97,ATHENS,Greece,,,,,"Athlete, student",Studies Business Administration at University of Piraeus (GRE),Greek,National: Alexia Kammenou (GRE),
