code,name,gender,function,country_code,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,lang,coach,sporting_relatives
1894405,BAK Joohyo,Male,Athlete,KOR,KOR,0,0,['Weightlifting'],"[""Men's 73kg""]",6/29/97,,,,,,Singing,"Athlete, singer",,Korean,,
1894407,JANG Yeonhak,Male,Athlete,KOR,KOR,0,0,['Weightlifting'],"[""Men's 102kg""]",2/14/97,,,,,,,Athlete,"Studied at Korea National Sport University (Seoul, KOR)",Korean,National: Jeon Sang-Seok (KOR),
1894411,KIM Suhyeon,Female,Athlete,KOR,KOR,0,0,['Weightlifting'],"[""Women's 81kg""]",2/6/95,SUWON,Korea,INCHEON,Korea,,Singing,Athlete,,"English, Korean",National: Jeon Sang-Seok (KOR),"Partner, Pi Jaeyoon (karate), represented the Republic of Korea in the 75kg kumite class at the 2022 Asian Games"
1894414,PARK Hyejeong,Female,Athlete,KOR,KOR,0,0,['Weightlifting'],"[""Women's +81kg""]",3/12/03,,,,,The Weightlifting Fairy,,Athlete,,Korean,National: Jeon Sang-Seok (KOR),
1894419,YU Dongju,Male,Athlete,KOR,KOR,0,0,['Weightlifting'],"[""Men's 89kg""]",8/19/93,SEOUL,Korea,,,,,Athlete,"Studied Physical Education at Konkuk University (Seoul, KOR)",Korean,Club: Choi Byung-Chan (KOR). </p><p>National: Jeon Sang-Seok (KOR),
1894498,STENE Jenny,Female,Athlete,NOR,NOR,0,0,['Shooting'],['50m Rifle 3 Positions Women'],3/8/98,LOERENSKOG,Norway,RANASFOSS,Norway,,"Esports, volleyball, football",Athlete,,"English, Norwegian",National: Espen Berg-Knutsen (NOR).<br>Personal: Ole Kristian Bakken,
1894503,HORACKOVA Marie,Female,Athlete,CZE,CZE,0,0,['Archery'],"[""Women's Individual"", 'Mixed Team']",12/24/97,PLZEN,Czechia,PLZEN,Czechia,Makuka,"Spending time with friends, hiking, cycling, swimming","Athlete, student","Studying for a Master's Degree in Education specialising in Physical Education and Health at the University of West Bohemia (Plzen, CZE)",Czech,"Personal: Zdenek Horacek (CZE), father","Mother, Barbora Horackova (archery), competed at the Olympic Games in 2008. </p><p>Sister, Johana Horackova (archery), has competed in one international competition, the 2022 Veronica's Cup World Ranking Event, placing ninth individually"
1894507,LI Adam,Male,Athlete,CZE,CZE,0,0,['Archery'],"[""Men's Individual"", 'Mixed Team']",8/15/97,OSTRAVA,Czechia,,,,,"Athlete, student, coach",Studies Physical Education at Palacky University in Olomouc (CZE),Czech,,
1894529,KHANKAN Adnan,Male,Athlete,EOR,SYR,0,0,['Judo'],"['Men -100 kg', 'Mixed Team']",5/1/94,DAMASCUS,Syria,BERGHEIM,Germany,,,"Athlete, refrigeration and air conditioning technician",Graduated in 2024 from the Institute of Refrigeration Engineering at BBBK Duisburg (GER),"Arabic, English, German",Personal: Vahid Sarlak (SYR),
1894532,MASO Alaa,Male,Athlete,EOR,SYR,0,0,['Swimming'],"[""Men's 50m Freestyle""]",1/1/00,,Syria,HANOVER,Germany,,"Animals, playing computer games",Athlete,,"Arabic, English",Club: Emil Guliyev (AZE),"Brother, Mohamad Maso (triathlon), competed at the Tokyo 2020 Olympic Games"
1894533,ANSARI Amir,Male,Athlete,EOR,AFG,0,0,['Cycling Road'],"[""Men's Individual Time Trial""]",8/19/99,,IR Iran,UPPSALA,Sweden,,,Athlete,Studying Construction Engineering at Uppsala University (SWE),"Pashtun, Sweden",,
1894537,DJANKEU NGAMBA Cindy Winner,Female,Athlete,EOR,CMR,173,0,['Boxing'],"[""Women's 75kg""]",9/7/98,,Cameroon,BOLTON,Great Britain,,,,Studied Criminology at Bolton University (GBR),English,"Club: Dave Langhorn (GBR), Alex Matvienko (GBR)",
1894538,POURYOUNES LANGEROUDI Dina,Female,Athlete,EOR,IRI,0,0,['Taekwondo'],['Women -49kg'],1/1/92,,IR Iran,THE HAGUE,Netherlands,,Shopping,Athlete,,"Dutch, English",,
1894539,KELETELA Dorian,Male,Athlete,EOR,COD,173,0,['Athletics'],"[""Men's 100m""]",2/6/99,,,ANTONY,France,,,"Athlete, part-time salesman at his sponsor's shoes and apparel store",,"French, Portuguese",Personal: Elliot Draper (FRA),
1894540,YAVARIVAFA Dorsa,Female,Athlete,EOR,IRI,165,0,['Badminton'],"[""Women's Singles""]",7/31/03,TEHRAN,IR Iran,LONDON,Great Britain,,,,"Studying Sports and Exercise Science at Middlesex University (London, GBR)","English, Persian",,
1894541,CENTENO NIEVES Edilio Francisco,Male,Athlete,EOR,VEN,0,0,['Shooting'],['10m Air Pistol Men'],10/27/80,BARQUISIMETO,Venezuela,SALTILLO,Mexico,,"Watching and playing soccer, playing dominoes, walking, travelling","Graduated in 2014 with a Bachelor's degree in Psychology from the Yacambu University (Lara, VEN)",Athlete,"English, Spanish",Personal: Guillermo Reyes,
1894543,GEBRU Eyeru,Female,Athlete,EOR,ETH,0,0,['Cycling Road'],"[""Women's Road Race""]",12/10/96,AKSUM,Ethiopia,NANCY,France,,,Athlete,,"English, French, Tigrayan",,
1894545,ABAROGE Farida,Female,Athlete,EOR,ETH,0,0,['Athletics'],"[""Women's 1500m""]",1/1/94,JIMMA,Ethiopia,STRASBOURG,France,,,"Athlete, order picker",,"Amharic, French, Oromo",,
1894548,TIRANVALIPOUR Hadi,Male,Athlete,EOR,IRI,0,0,['Taekwondo'],['Men -58kg'],3/21/98,KARAJ,IR Iran,ROME,Italy,,,"Athlete, student",Studying for a Master's degree in sports science and physical education,,,
1894549,MAHDAVI Iman,Male,Athlete,EOR,IRI,0,0,['Wrestling'],"[""Men's Freestyle 74kg""]",2/12/95,,IR Iran,MILAN,Italy,,,Athlete,,,Personal: Marco Moroni (ITA),
1894550,EISA MOHAMMED Jamal Abdelmaji,Male,Athlete,EOR,SUD,178,0,['Athletics'],"[""Men's 10,000m""]",8/25/93,,Sudan,TEL AVIV,Israel,,Football,Athlete,,"English, Hebrew",Personal: Yuval Carmi (ISR),
1894551,VALIZADEH Jamal,Male,Athlete,EOR,IRI,0,0,['Wrestling'],"[""Men's Greco-Roman 60kg""]",9/26/91,,IR Iran,MONTOY-FLANVILLE,France,,,"Athlete, student",Studying for a Master's in Computer Science at the University of Lorraine (FRA),,,
1894554,JORGE ENRIQUEZ Fernando Dayan,Male,Athlete,EOR,CUB,0,0,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",12/3/98,CIENFUEGOS,Cuba,"CAPE CORAL, FL",United States,,,Athlete,"Studied Physical Education, Sport Studies at Manuel Fajardo University of Physical Education and Sport (Havana, CUB)",Spanish,,
1894556,MEHDIPOURNEJAD Kasra,Male,Athlete,EOR,IRI,0,0,['Taekwondo'],['Men +80kg'],12/26/92,ISFAHAN,IR Iran,BERLIN,Germany,,,Athlete,Studied Physical Education,English,,"Wife, Parisa Farshidi (taekwondo), silver medallist at the Asian Games and bronze medallist at the Asian championships in -67kg in 2010"
1894561,SOLOMON Luna,Female,Athlete,EOR,ERI,0,0,['Shooting'],['10m Air Rifle Women'],1/1/94,DIEKPETROS,Eritrea,PRILLY,Switzerland,,"Decorating houses, being with and helping children",Athlete,,"French, Tigrinya",Personal: Niccolo Campriani (ITA),
1894562,BARBARI ZHARFI Mahboubeh,Female,Athlete,EOR,IRI,0,0,['Judo'],"['Women +78 kg', 'Mixed Team']",12/28/91,BANDAR ANZALI,IR Iran,BAYREUTH,Germany,,"""Riding my bike. Playing with my daughter and listening to music."" (Athlete, 11 May 2024)",Athlete,University of Law (IRI),"German, Persian",Vahid Sarlak,
1894567,BALSINI Matin,Male,Athlete,EOR,IRI,0,0,['Swimming'],"[""Men's 200m Butterfly""]",2/19/01,TEHRAN,IR Iran,GUILDFORD,Great Britain,,,"Athlete, lifeguard",,"English, Persian",Club: Lee Spindlow (GBR),
1894570,ALSALAMI Mohammad Amin,Male,Athlete,EOR,SYR,0,0,['Athletics'],"[""Men's Long Jump""]",7/25/94,ALEPPO,Syria,BERLIN,Germany,Mo,,Athlete,Studied at the Institute of Physical Education in Aleppo (SYR),"Arabic, German",Personal: Ralph Mouchbahani (GER),
1894572,RASHNONEZHAD Mohammad,Male,Athlete,EOR,IRI,0,0,['Judo'],"['Men -66 kg', 'Mixed Team']",4/3/96,ANDIMESHK (KHUZESTAN PROVINCE),IR Iran,WESTERVOORT,Netherlands,Rashno. Mo,"Swimming, badminton",Athlete,,"Dutch, English, Farsi",Vahid Sarlak,
1894573,DAHOUK Muna,Female,Athlete,EOR,SYR,0,0,['Judo'],"['Women -57 kg', 'Mixed Team']",8/27/95,DAMASCUS,Syria,DEN BOSCH,Netherlands,Mona,"Reading, swimming, fencing",,Graduated from a commercial and banking institute of Syria. Has been studying a sport course since arriving in the Netherlands,"Arab, English",National: Vahid Sarlak (SYR),
1894574,SULIMAN Musa,Male,Athlete,EOR,SUD,182,0,['Athletics'],"[""Men's 800m""]",6/15/04,,Sudan,BERN,Switzerland,,,,,"Arabic, German",Personal: Sandra Gasser (SUI),
1894575,SHAHEEN Nigara,Female,Athlete,EOR,AFG,0,0,['Judo'],"['Women -63 kg', 'Mixed Team']",7/6/93,KABUL,Afghanistan,"TORONTO, ON",Canada,Nig,,,Graduated with an Honours degree in International Development (2021) from the Ural Federal University (RUS),"English, Hindi, Persian, Russian, Urdu",National: Vahid Sarlak (SYR).<br>Club: Sensei Jose and Sensei Ana (CAN),
1894577,AHMADISAFA Omid,Male,Athlete,EOR,IRI,167,0,['Boxing'],"[""Men's 51kg""]",9/24/92,KURAJ,IR Iran,NUREMBERG,Germany,,Playing video games,,,"Azeri, Farsi, German, Turkish",Personal: Ralf Dickert (GER),
1894579,NAKANG Perina Lokure,Female,Athlete,EOR,SSD,0,0,['Athletics'],"[""Women's 800m""]",1/1/03,,South Sudan,KAPSABET,Kenya,,,"Athlete, student",,"English, Swahili","Personal: Janeth Jepkosgei (KEN), 2008 Olympic 800m silver medallist, 2007 world champion",
1894580,MORA ROMERO Ramiro,Male,Athlete,EOR,CUB,0,0,['Weightlifting'],"[""Men's 102kg""]",9/29/97,,Cuba,BRISTOL,Great Britain,,,Athlete,,"English, Spanish",,
1894583,FAZLOULA Saeid,Male,Athlete,EOR,IRI,0,0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",8/9/92,BANDAR-E ANZALI,IR Iran,KARLSRUHE,Germany,,,Athlete,"University of Guilan (Rasht, IRI)","Azerbaijani, English, German, Persian",Personal: Detlef Hofmann (GER),
1894584,SOLTANI Saman,Female,Athlete,EOR,IRI,0,0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",6/11/96,,IR Iran,VIENNA,Austria,,,Athlete,,"English, Farsi, German",,
1894587,ARAB Sibghatullah,Male,Athlete,EOR,AFG,0,0,['Judo'],"['Men -81 kg', 'Mixed Team']",7/4/01,KUNDUZ,Afghanistan,M?NCHENGLADBACH,Germany,Arab Bacha,Fitness,Athlete,,"German, Persian",National: Vahid Sarlak,
1894588,GABRIYESOS Tachlowini,Male,Athlete,EOR,ERI,174,0,['Athletics'],"[""Men's Marathon""]",1/1/98,,Eritrea,NETANYA,Israel,"Louis. “My real name is so long that everybody calls me Louis.” (hadassah.org, 9 Feb 2022)","Photography, listening to music, reading, sports",Athlete,,"English, Hebrew, Tigrinya",Personal: Alemayu Faloro,
1894590,AL GHOTANY Yahya,Male,Athlete,EOR,SYR,0,0,['Taekwondo'],['Men -68kg'],8/9/03,,Syria,AMMAN,Jordan,,,,,Arabic,Faris Al Assaf,
1894591,JAMALI GALEH Yekta,Female,Athlete,EOR,IRI,0,0,['Weightlifting'],"[""Women's 81kg""]",12/16/04,SEDEH-YE LENJAN,IR Iran,,Germany,,,"Athlete, student",,"English, German, Persian",,
1894774,ASSAD Oussama,Male,Athlete,MAR,MAR,0,0,['Wrestling'],"[""Men's Greco-Roman 130kg""]",2/2/99,,Morocco,,Morocco,,,Athlete,,"Arabic, French",,
1894946,SIMIYU Loice Masitsa,Female,Athlete,KEN,KEN,182,0,['Volleyball'],['Women'],8/20/01,,,,,Bouncer,,Athlete,,English,National: Japheth Munala (KEN),
1894949,KUNDU Agripina Khayesi,Female,Athlete,KEN,KEN,155,0,['Volleyball'],['Women'],4/24/93,KAKAMEGA,Kenya,,,,,Athlete,"Studied at National Industrial Training Authority (Nairobi, KEN)",English,National: Luizomar de Moura (BRA),"Younger sister, Annette (football), has represented Kenya"
1894950,ATUKA Trizah,Female,Athlete,KEN,KEN,189,0,['Volleyball'],['Women'],4/14/92,KAKAMEGA,Kenya,,,,,Athlete,,English,National: Luizomar de Moura (BRA),
1894951,OWINO Pamella Adhiambo,Female,Athlete,KEN,KEN,172,0,['Volleyball'],['Women'],9/26/01,KISUMU COUNTY,Kenya,,,,,"Athlete, student","Studies Commerce at The Co-operative University of Kenya (Nairobi, KEN)",English,National: Luizomar de Moura (BRA),
1894952,KIPRONO Sharon Chepchumba,Female,Athlete,KEN,KEN,183,0,['Volleyball'],['Women'],10/26/98,,Kenya,,,Chumba,"Swimming, dancing, listening to music",Athlete,,English,National: Luizomar de Moura (BRA),
1894953,MUKUVILANI Edith,Female,Athlete,KEN,KEN,184,0,['Volleyball'],['Women'],7/20/94,,,,,Wisah,,Athlete,"Graduated in 2021 with a degree in Commerce from Mount Kenya University (Thika, KEN)",Swahili,National: Luizomar de Moura (BRA),
1894958,KASAYA Leonida,Female,Athlete,KEN,KEN,168,0,['Volleyball'],['Women'],10/10/93,KAKAMEGA,Kenya,,,,,Athlete,Studied Beauty Therapy and Hairdressing at University of Nairobi (KEN),English,National: Japheth Munala (KEN),
1894959,MISOKI Emmanculate Nekesa,Female,Athlete,KEN,KEN,184,0,['Volleyball'],['Women'],6/6/03,,,,,,,Athlete,,English,National: Japheth Munala (KEN),
1894963,MUTINDA Esther Kemene,Female,Athlete,KEN,KEN,176,0,['Volleyball'],['Women'],4/21/99,,,,,,,Athlete,,English,National: Japheth Munala (KEN),
1894965,NAMUTIRA Juliana,Female,Athlete,KEN,KEN,181,0,['Volleyball'],['Women'],5/14/99,KAKAMENGA,Kenya,,,"Bulldozer, Tila",,Athlete,,English,National: Japheth Munala (KEN),
1894966,KAEI Lorine Chebet,Female,Athlete,KEN,KEN,179,0,['Volleyball'],['Women'],10/8/99,MT. ELGON,Kenya,,,,,Athlete,,English,National: Luizomar de Moura (BRA),
1894967,BARASA Belinda Nanjala,Female,Athlete,KEN,KEN,188,0,['Volleyball'],['Women'],4/28/01,,,,,,,Athlete,,English,National: Japheth Munala (KEN),
1895096,BUHL Nikolaj Hoffmann,Male,Athlete,DEN,DEN,0,0,['Sailing'],"[""Men's Skiff""]",9/4/92,GENTOFTE,Denmark,AARHUS,Denmark,Niko,Disc golf,"Athlete, coach",Diploma in Sport Coaching,Danish,National: John Pink (GBR),
1895103,SOE Johan,Male,Athlete,DEN,DEN,0,0,['Sailing'],"[""Men's Windsurfing""]",6/17/03,BEDER,Denmark,AARHUS,Denmark,The Beast,"Skiing, biking, fitness",Athlete,,Danish,National: Peter Hansen (DEN),
1895105,NYBORG Daniel,Male,Athlete,DEN,DEN,0,0,['Sailing'],"[""Men's Skiff""]",11/18/97,AUCKLAND,New Zealand,AARHUS,Denmark,Danny,,"Athlete, student",Mechanical Engineering,"Danish, English","National: John Pink (GBR), 2008 Olympian (49er class)",
1895108,SCHMIDT Johanne,Female,Athlete,DEN,DEN,0,0,['Sailing'],"[""Women's Skiff""]",3/20/00,SKEJBY,Denmark,LYSTRUP,Denmark,,,"Athlete, student",Chemical Engineering,Danish,National: Jena Mai Seaton (DEN).<br>Personal: Finn Beton Jensen (DEN),"Sister, Andrea (sailing), her sailing partner"
1895111,SCHMIDT Andrea,Female,Athlete,DEN,DEN,0,0,['Sailing'],"[""Women's Skiff""]",12/21/98,SKEJBY,Denmark,LYSTRUP,Denmark,,Skiing,"Athlete, student",Mechanical Engineering,Danish,National: Jena Mai Seaton (DEN).<br>Personal: Finn Beton Jensen (DEN),"Sister, Johanne (sailing), her partner in the 49erFX class"
1895116,BRUUN BORRESKOV Mathias,Male,Athlete,DEN,DEN,0,0,['Sailing'],['Mixed Multihull'],8/5/96,SKANDERBORG,Denmark,SKANDERBORG,Denmark,Thias,,"Athlete, team-building coach",Engineering at Aarhus University (DEN),"Danish, English",,
1895117,SAOUMA-PEDERSEN Natacha Violet,Female,Athlete,DEN,DEN,0,0,['Sailing'],['Mixed Multihull'],7/17/97,,Denmark,ODENSE,Denmark,Tas,"Yoga, cycling, skiing",Athlete,Economics and Business Administration at University of Southern Denmark (DEN),"Danish, English",,
1895120,LUNDGAARD SCHUBERT Johan,Male,Athlete,DEN,DEN,0,0,['Sailing'],"[""Men's Dinghy""]",11/18/02,HORSENS,Denmark,HORSENS,Denmark,,,Athlete,Risskov Efterskole (DEN),Danish,National: Dayne Sharp (AUS),
1895121,RINDOM Anne-Marie,Female,Athlete,DEN,DEN,0,0,['Sailing'],"[""Women's Dinghy""]",6/14/91,GENTOFTE,Denmark,AARHUS,Denmark,,"Skiing, water sports","Athlete, student",Sport Studies at Aarhus University (DEN),"Danish, English",Piotr Wojewski (POL),
1895142,BACSKAY Csenge Maria,Female,Athlete,HUN,HUN,0,0,['Artistic Gymnastics'],"['Women', ""Women's Vault""]",4/14/03,BUDAPEST,Hungary,BUDAPEST,Hungary,Csengi,Drawing and being creative,"Student, athlete","Studying Business Administration at University of Georgia (Athens, GA, USA)","English, Hungarian",Personal/National: Imre Draskoczy (HUN),
1895146,CZIFRA Bettina Lili,Female,Athlete,HUN,HUN,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",4/20/07,,Hungary,DUNAUJVAROS,Hungary,,Playing the piano,Athlete,,Hungarian,Personal: Janos Trenka (HUN).<br>National: Imre Draskoczy (HUN),
1895152,FRIIS Emma,Female,Athlete,DEN,DEN,162,0,['Handball'],['Women'],10/31/99,HERNING,Denmark,IKAST,Denmark,,,Athlete,Studies Corporate Communications,"Danish, English",National: Jesper Jensen (DEN).<br>Club: Kasper Christensen (DEN),
1895153,HANSEN Andrea Aagot,Female,Alternate Athlete,DEN,DEN,177,0,['Handball'],['Women'],5/22/00,FREDERIKSBERG,Denmark,ODENSE,Denmark,,,Athlete,,Danish,National: Jesper Jensen (DEN).</p><p>Club: Ole Gustav Gjekstad (NOR),
1895159,HANSEN Anne Mette,Female,Athlete,DEN,DEN,192,0,['Handball'],['Women'],8/25/94,GLOSTRUP,Denmark,METZ,France,,,Athlete,,"Danish, English",National: Jesper Jensen (DEN).<br>Club: Emmanuel Mayonnade (FRA),
1895161,JOERGENSEN Lukas,Male,Athlete,DEN,DEN,193,0,['Handball'],['Men'],3/31/99,LEJRE,Denmark,FLENSBURG,Germany,,,Athlete,,Danish,National: Nikolaj Jacobsen (DEN).<br>Club: Nicolej Krickau (DEN),
1895166,MOELLER Michala,Female,Athlete,DEN,DEN,178,0,['Handball'],['Women'],2/16/00,AALBORG,Denmark,ESBJERG,Denmark,,,Athlete,Studies Law at the University of Southern Denmark,"Danish, English",National: Jesper Jensen (DEN).<br>Club: Tomas Axner (DEN),
1895168,TRANBORG Mette,Female,Athlete,DEN,DEN,192,0,['Handball'],['Women'],1/1/96,AARHUS,Denmark,ESBJERG,Denmark,,"Playing golf, reading and being creative",Athlete,,"Danish, English",National/club: Jesper Jensen (DEN),
